id,gender,Age,abonoment_type,visit_per_week,attend_group_lesson,avg_time_check_in,avg_time_check_out,avg_time_in_gym,drink_abo,personal_training,name_personal_trainer,uses_sauna,Mon,Tue,Wed,Thu,Fri,Sat,Sun,has_fav_group_lesson,Group_Lesson_Kickboxen,Group_Lesson_BodyPump,Group_Lesson_Zumba,Group_Lesson_XCore,Group_Lesson_Running,Group_Lesson_Yoga,Group_Lesson_LesMiles,Group_Lesson_Pilates,Group_Lesson_HIT,Group_Lesson_Spinning,Group_Lesson_BodyBalance,has_fav_drink,fav_drink_berryboost,fav_drink_lemon,fav_drink_passion_fruit,fav_drink_coconut_pineapple,fav_drink_orange,fav_drink_black_currant
591,Male,39,Standard,5,1,12:50:00,14:58:00,128,0,1,Jeffrey,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
592,Female,43,Standard,3,1,10:17:00,12:00:00,103,0,1,Mike,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
593,Female,26,Standard,5,0,19:51:00,21:23:00,92,1,1,Chantal,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
594,Male,15,Standard,1,1,8:01:00,10:30:00,149,1,1,Hanna,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
595,Male,33,Standard,2,1,17:06:00,19:09:00,123,1,1,Hanna,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
596,Male,46,Premium,5,0,20:46:00,22:09:00,83,1,1,Hanna,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
597,Male,48,Premium,1,0,18:52:00,20:11:00,79,1,1,Mike,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
598,Female,14,Standard,2,1,9:21:00,12:12:00,171,0,1,Mike,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
599,Male,38,Standard,5,0,8:35:00,10:56:00,141,1,1,Jeffrey,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
600,Male,44,Premium,3,0,19:40:00,22:29:00,169,0,1,Jeffrey,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,Female,39,Standard,2,0,12:10:00,12:42:00,32,1,1,Mike,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
602,Male,49,Standard,2,0,15:41:00,17:45:00,124,1,0,No PT,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
603,Male,17,Standard,3,0,15:24:00,17:42:00,138,0,0,No PT,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,Female,35,Standard,2,0,18:42:00,21:41:00,179,0,1,Jeffrey,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,Male,45,Standard,3,1,17:42:00,20:36:00,174,0,0,No PT,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
606,Male,29,Standard,3,1,20:39:00,22:09:00,90,0,1,Hanna,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
607,Female,42,Premium,3,0,16:20:00,17:20:00,60,1,1,Mike,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
608,Female,18,Standard,3,1,8:46:00,10:53:00,127,0,0,No PT,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
609,Female,36,Standard,3,1,17:33:00,19:16:00,103,0,0,No PT,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
610,Female,34,Standard,2,1,14:03:00,16:10:00,127,1,0,No PT,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
611,Female,36,Premium,1,1,14:49:00,16:32:00,103,1,1,Chantal,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
612,Female,45,Standard,3,0,13:42:00,15:54:00,132,0,0,No PT,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,Male,43,Standard,5,1,17:32:00,18:16:00,44,0,1,Mike,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
614,Male,16,Premium,3,0,9:37:00,11:46:00,129,1,0,No PT,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
615,Male,39,Premium,3,0,18:07:00,20:59:00,172,1,0,No PT,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
616,Male,37,Standard,2,0,11:30:00,12:10:00,40,1,0,No PT,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
617,Male,24,Standard,4,0,15:28:00,16:34:00,66,0,1,Chantal,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,Male,37,Premium,3,0,20:35:00,22:58:00,143,0,1,Jeffrey,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619,Male,48,Premium,3,0,14:29:00,15:10:00,41,0,1,Jeffrey,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,Female,24,Standard,2,1,10:26:00,10:58:00,32,1,0,No PT,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
621,Male,41,Standard,1,0,10:52:00,12:25:00,93,1,0,No PT,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
622,Female,48,Premium,3,1,15:30:00,16:26:00,56,1,1,Hanna,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1
623,Female,13,Premium,2,1,8:25:00,9:16:00,51,1,1,Jeffrey,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0
624,Male,43,Premium,3,0,8:39:00,9:46:00,67,0,0,No PT,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,Female,22,Premium,4,0,19:28:00,22:18:00,170,1,1,Hanna,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
626,Male,21,Standard,5,1,16:57:00,19:32:00,155,0,0,No PT,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
627,Female,29,Premium,2,1,20:00:00,21:50:00,110,1,1,Chantal,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
628,Male,39,Standard,2,0,16:53:00,18:08:00,75,0,1,Mike,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,Male,17,Standard,3,0,11:02:00,12:24:00,82,0,1,Chantal,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,Male,21,Standard,5,0,14:29:00,16:01:00,92,1,1,Chantal,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
631,Female,28,Standard,3,0,8:50:00,11:20:00,150,0,1,Hanna,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,Male,37,Premium,1,1,12:16:00,13:41:00,85,0,0,No PT,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
633,Female,27,Premium,5,1,14:42:00,15:53:00,71,0,0,No PT,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
634,Female,24,Premium,1,0,16:51:00,18:31:00,100,0,1,Mike,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,Female,18,Premium,1,0,9:13:00,11:43:00,150,1,1,Hanna,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
636,Female,26,Standard,3,1,13:24:00,15:53:00,149,1,1,Mike,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
637,Male,23,Standard,1,0,10:01:00,12:28:00,147,0,0,No PT,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638,Female,18,Premium,2,0,19:45:00,22:44:00,179,0,1,Chantal,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639,Female,25,Premium,4,1,9:25:00,10:36:00,71,0,0,No PT,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
640,Female,17,Premium,5,1,10:00:00,11:55:00,115,1,0,No PT,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
641,Female,25,Premium,1,0,8:37:00,10:52:00,135,1,1,Chantal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
642,Female,47,Standard,2,1,12:42:00,13:37:00,55,1,1,Mike,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0
643,Male,25,Premium,2,1,20:31:00,21:08:00,37,0,1,Jeffrey,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
644,Female,14,Premium,5,1,12:54:00,15:10:00,136,1,1,Chantal,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
645,Male,14,Premium,3,1,17:23:00,18:22:00,59,1,0,No PT,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
646,Male,49,Premium,3,0,17:16:00,19:52:00,156,1,0,No PT,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
647,Male,24,Standard,2,1,18:58:00,19:40:00,42,1,0,No PT,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0
648,Female,26,Standard,1,1,12:44:00,13:40:00,56,0,0,No PT,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,Female,22,Standard,5,0,13:50:00,15:37:00,107,0,0,No PT,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,Male,12,Premium,3,1,14:54:00,16:52:00,118,0,0,No PT,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
651,Male,14,Premium,4,0,20:36:00,22:20:00,104,1,0,No PT,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
652,Male,18,Premium,3,0,11:06:00,13:25:00,139,0,0,No PT,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,Male,26,Standard,3,0,13:11:00,14:21:00,70,0,0,No PT,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654,Male,46,Premium,1,0,14:38:00,17:21:00,163,1,0,No PT,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
655,Male,28,Standard,2,0,9:20:00,11:57:00,157,0,1,Jeffrey,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,Male,13,Standard,5,1,17:13:00,19:00:00,107,0,0,No PT,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
657,Male,40,Premium,2,1,14:58:00,16:42:00,104,0,0,No PT,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
658,Male,25,Standard,4,0,19:23:00,20:48:00,85,0,0,No PT,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,Female,17,Standard,3,0,18:02:00,19:49:00,107,0,0,No PT,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,Male,47,Premium,2,0,9:58:00,12:31:00,153,0,0,No PT,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661,Male,14,Standard,3,1,17:02:00,17:32:00,30,0,0,No PT,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
662,Male,38,Premium,2,1,11:41:00,12:14:00,33,1,1,Hanna,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
663,Female,32,Standard,3,0,14:01:00,16:17:00,136,0,0,No PT,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,Female,13,Standard,1,0,10:20:00,10:57:00,37,1,0,No PT,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
665,Female,41,Standard,1,1,11:45:00,12:38:00,53,1,1,Chantal,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
666,Female,19,Premium,2,1,10:42:00,13:29:00,167,0,1,Mike,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
667,Male,48,Premium,2,1,11:46:00,13:17:00,91,1,0,No PT,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1
668,Female,35,Standard,3,1,15:00:00,17:29:00,149,1,0,No PT,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
669,Female,39,Standard,5,1,19:04:00,20:02:00,58,1,0,No PT,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
670,Female,23,Premium,4,1,9:17:00,9:49:00,32,0,0,No PT,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
671,Male,39,Premium,3,0,12:36:00,14:19:00,103,0,1,Chantal,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672,Male,47,Standard,2,1,8:13:00,10:18:00,125,0,1,Jeffrey,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
673,Female,14,Premium,5,1,10:49:00,12:40:00,111,1,0,No PT,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0
674,Male,14,Standard,5,1,20:16:00,22:33:00,137,0,0,No PT,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
675,Female,41,Standard,1,0,11:52:00,12:53:00,61,0,0,No PT,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,Female,44,Standard,1,1,8:17:00,9:23:00,66,1,1,Jeffrey,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0
677,Female,24,Premium,5,1,9:06:00,10:19:00,73,1,0,No PT,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
678,Female,39,Standard,4,0,13:57:00,15:41:00,104,1,1,Hanna,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
679,Male,37,Premium,1,1,9:10:00,10:30:00,80,1,0,No PT,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
680,Male,25,Standard,3,1,16:33:00,18:16:00,103,0,1,Jeffrey,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
681,Female,37,Premium,1,0,9:11:00,11:33:00,142,1,1,Mike,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
682,Male,34,Premium,3,0,10:54:00,12:49:00,115,1,1,Hanna,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
683,Male,49,Standard,1,1,20:23:00,21:08:00,45,1,0,No PT,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
684,Female,18,Standard,1,1,17:51:00,20:09:00,138,1,0,No PT,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
685,Male,43,Standard,2,0,18:35:00,21:16:00,161,0,1,Chantal,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,Female,30,Premium,3,0,10:16:00,11:47:00,91,1,0,No PT,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
687,Male,29,Standard,3,1,9:13:00,11:27:00,134,0,0,No PT,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
688,Male,13,Premium,3,0,20:25:00,22:44:00,139,0,1,Chantal,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,Female,13,Standard,5,0,9:47:00,12:16:00,149,0,1,Jeffrey,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,Male,45,Premium,3,0,13:10:00,15:15:00,125,1,0,No PT,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
691,Male,28,Premium,3,0,10:17:00,11:47:00,90,0,1,Hanna,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692,Female,16,Premium,4,1,16:21:00,17:38:00,77,0,1,Hanna,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,Female,36,Standard,4,0,17:34:00,18:06:00,32,1,1,Jeffrey,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
694,Female,19,Standard,2,0,16:40:00,17:37:00,57,0,1,Mike,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,Female,27,Standard,1,0,12:30:00,13:08:00,38,1,0,No PT,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
696,Female,24,Standard,4,1,11:43:00,12:27:00,44,1,0,No PT,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
697,Male,22,Standard,5,1,10:31:00,11:48:00,77,1,1,Mike,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
698,Male,49,Standard,3,0,14:52:00,15:25:00,33,1,1,Chantal,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
699,Male,15,Premium,3,1,18:06:00,20:42:00,156,0,1,Jeffrey,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
700,Female,35,Premium,3,0,16:35:00,17:35:00,60,1,0,No PT,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
701,Female,24,Standard,5,1,11:19:00,12:28:00,69,0,0,No PT,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
702,Male,41,Standard,5,0,10:22:00,11:55:00,93,1,0,No PT,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
703,Male,36,Premium,3,1,16:01:00,17:40:00,99,1,1,Mike,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
704,Male,35,Premium,2,1,20:14:00,22:30:00,136,1,1,Jeffrey,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
705,Male,32,Standard,3,1,17:29:00,18:47:00,78,1,0,No PT,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0
706,Female,39,Standard,3,0,11:05:00,11:42:00,37,1,1,Hanna,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
707,Male,28,Premium,5,1,13:31:00,15:39:00,128,0,1,Chantal,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
708,Male,23,Premium,2,1,18:01:00,19:30:00,89,0,1,Hanna,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
709,Male,40,Standard,3,1,17:58:00,20:33:00,155,1,0,No PT,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0
710,Female,19,Premium,5,1,10:54:00,13:17:00,143,1,1,Mike,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0
711,Female,41,Standard,2,1,9:57:00,11:42:00,105,1,0,No PT,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
712,Male,24,Standard,4,1,13:12:00,14:49:00,97,0,1,Hanna,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
713,Male,37,Standard,3,1,10:37:00,12:40:00,123,0,1,Chantal,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
714,Female,43,Standard,1,1,10:50:00,13:11:00,141,0,0,No PT,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
715,Male,43,Premium,3,0,12:02:00,14:07:00,125,1,1,Mike,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
716,Female,29,Standard,4,1,18:15:00,18:54:00,39,0,1,Mike,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
717,Male,44,Premium,4,0,11:10:00,11:44:00,34,0,0,No PT,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,Male,27,Standard,2,1,20:32:00,22:20:00,108,1,0,No PT,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
719,Male,34,Standard,5,0,8:33:00,10:29:00,116,0,0,No PT,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,Male,18,Standard,4,1,19:42:00,20:57:00,75,0,0,No PT,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
721,Male,30,Premium,2,0,8:38:00,10:58:00,140,1,1,Chantal,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
722,Male,19,Standard,1,0,11:29:00,14:26:00,177,1,1,Jeffrey,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
723,Male,27,Premium,1,1,18:22:00,21:20:00,178,1,0,No PT,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
724,Male,47,Premium,2,1,19:06:00,19:43:00,37,0,1,Chantal,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
725,Female,42,Premium,2,0,19:18:00,21:39:00,141,0,1,Hanna,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,Male,34,Premium,3,0,10:54:00,11:32:00,38,0,0,No PT,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,Male,39,Premium,4,1,11:51:00,12:22:00,31,0,0,No PT,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
728,Female,23,Premium,5,1,20:57:00,23:35:00,158,0,0,No PT,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,Male,40,Standard,3,0,19:38:00,21:10:00,92,1,1,Chantal,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
730,Male,39,Premium,5,0,15:28:00,16:30:00,62,0,1,Chantal,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,Female,16,Premium,2,1,9:10:00,11:59:00,169,1,1,Hanna,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
732,Female,33,Premium,4,0,13:30:00,14:17:00,47,1,1,Hanna,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
733,Male,47,Standard,1,1,18:15:00,19:59:00,104,1,0,No PT,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
734,Male,24,Premium,3,0,9:13:00,11:37:00,144,0,0,No PT,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
735,Female,33,Standard,2,1,9:24:00,12:24:00,180,0,1,Jeffrey,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
736,Male,41,Premium,2,1,20:54:00,23:49:00,175,0,1,Chantal,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
737,Male,36,Premium,1,0,8:43:00,10:21:00,98,1,0,No PT,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
738,Female,48,Standard,5,1,11:21:00,13:42:00,141,1,1,Jeffrey,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
